Jenis_Rumah,Lokasi,Kamar_Tidur,Kamar_Mandi,Garasi,Luas_Tanah,Luas_Bangunan,Harga_Rumah
Rumah,"Semarang Timur, Semarang",2,1,1,90,90," 600,000,000 "
Rumah,"Semarang Timur, Semarang",4,2,1,90,90," 600,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,91,91," 600,000,000 "
Rumah,"Semarang Selatan, Semarang",2,1,1,100,91," 600,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,93,93," 600,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,94,94," 600,000,000 "
Rumah,"Gajah Mungkur, Semarang",3,2,1,96,96," 600,000,000 "
Rumah,"Semarang Utara, Semarang",3,2,1,96,96," 600,000,000 "
Rumah,"Semarang Timur, Semarang",2,2,1,108,98," 600,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,65,100," 600,000,000 "
Rumah,"Semarang Barat, Semarang",2,2,1,100,100," 600,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,120,100," 600,000,000 "
Rumah,"Mijen, Semarang",3,1,1,120,100," 600,000,000 "
Rumah,"Ngaliyan, Semarang",2,2,1,120,100," 600,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,120,100," 600,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,102,102," 600,000,000 "
Rumah,"Tembalang, Semarang",2,2,1,102,102," 600,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,1,103,103," 600,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,105,105," 600,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,120,105," 600,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,2,107,107," 600,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,107,107," 600,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,107,107," 600,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,107,108," 600,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,126,110," 600,000,000 "
Rumah,"Ngaliyan, Semarang",7,2,1,147,110," 600,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,104,112," 600,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,115,115," 600,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,1,60,120," 600,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,71,120," 600,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,90,120," 600,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,100,120," 600,000,000 "
Rumah,"Ngaliyan, Semarang",3,1,1,120,120," 600,000,000 "
Rumah,"Genuk, Semarang",2,2,1,121,121," 600,000,000 "
Rumah,"Pedurungan, Semarang",5,2,1,125,125," 600,000,000 "
Rumah,"Banyumanik, Semarang",4,1,1,134,130," 600,000,000 "
Rumah,"Ngaliyan, Semarang",6,2,1,150,130," 600,000,000 "
Rumah,"Gayamsari, Semarang",3,3,1,150,130," 600,000,000 "
Rumah,"Pedurungan, Semarang",3,3,1,150,130," 600,000,000 "
Rumah,"Mijen, Semarang",3,1,1,134,134," 600,000,000 "
Rumah,"Mijen, Semarang",2,1,1,135,135," 600,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,70,138," 600,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,73,140," 600,000,000 "
Rumah,"Tembalang, Semarang",4,1,2,76,140," 600,000,000 "
Rumah,"Banyumanik, Semarang",4,2,1,76,140," 600,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,115,145," 600,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,145,145," 600,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,94,150," 600,000,000 "
Rumah,"Semarang Timur, Semarang",4,2,1,97,150," 600,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,120,150," 600,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,150,150," 600,000,000 "
Rumah,"Semarang Utara, Semarang",3,2,1,155,150," 600,000,000 "
Rumah,"Mijen, Semarang",3,1,2,250,150," 600,000,000 "
Rumah,"Semarang Barat, Semarang",2,2,1,112,154," 600,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,158,158," 600,000,000 "
Rumah,"Semarang Tengah, Semarang",3,2,1,158,158," 600,000,000 "
Rumah,"Pedurungan, Semarang",3,3,1,130,160," 600,000,000 "
Rumah,"Semarang Utara, Semarang",5,2,1,173,173," 600,000,000 "
Rumah,"Semarang Barat, Semarang",5,2,1,173,173," 600,000,000 "
Rumah,"Semarang Timur, Semarang",2,2,1,301,177," 600,000,000 "
Rumah,"Semarang Barat, Semarang",5,3,1,229,180," 600,000,000 "
Rumah,"Genuk, Semarang",2,2,2,104,200," 600,000,000 "
Rumah,"Semarang Timur, Semarang",5,2,1,120,200," 600,000,000 "
Rumah,"Tembalang, Semarang",4,2,1,130,200," 600,000,000 "
Rumah,"Pedurungan, Semarang",3,3,1,130,200," 600,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,218,218," 600,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,218,218," 600,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,78,48," 604,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,2,120,60," 605,000,000 "
Rumah Featured,"Semarang Barat, Semarang",2,1,1,95,70," 605,000,000 "
Rumah,"Banyumanik, Semarang",3,2,2,66,72," 605,000,000 "
Rumah,"Tembalang, Semarang",3,2,2,66,72," 605,000,000 "
Rumah,"Semarang Selatan, Semarang",3,2,2,66,72," 605,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,66,72," 605,000,000 "
Rumah,"Semarang Selatan, Semarang",3,2,2,72,72," 605,000,000 "
Rumah,"Tembalang, Semarang",3,2,2,72,72," 605,000,000 "
Rumah,"Banyumanik, Semarang",3,2,2,66,78," 605,000,000 "
Rumah,"Banyumanik, Semarang",3,2,2,66,89," 605,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,66,90," 605,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,37," 610,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,83,45," 610,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,175,60," 610,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,55," 614,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,50," 615,000,000 "
Rumah,"Banyumanik, Semarang",3,1,1,275,150," 615,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,65,65," 617,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,36," 619,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,50,65," 619,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,36," 620,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,193,37," 620,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,120,45," 620,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,120,47," 620,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,81,50," 620,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,91,50," 620,000,000 "
Rumah,"Mijen, Semarang",3,1,1,123,60," 620,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,101,64," 620,000,000 "
Rumah,"Tembalang, Semarang",3,2,2,72,72," 620,000,000 "
Rumah,"Banyumanik, Semarang",3,2,2,72,72," 620,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,80," 620,000,000 "
Rumah Featured,"Mijen, Semarang",2,1,2,120,80," 620,000,000 "
Rumah,"Gunung Pati, Semarang",4,2,1,124,80," 620,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,97,85," 620,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,129,129," 620,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,120,138," 620,000,000 "
Rumah,"Tembalang, Semarang",4,3,1,71,150," 620,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,106,50," 625,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,104,54," 625,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,80,60," 625,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,84,60," 625,000,000 "
Rumah,"Banyumanik, Semarang",3,2,2,90,65," 625,000,000 "
Rumah,"Semarang Barat, Semarang",2,2,2,120,65," 625,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,2,83,70," 625,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,118,70," 625,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,96,75," 625,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,85,85," 625,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,98,85," 625,000,000 "
Rumah,"Tembalang, Semarang",3,1,2,98,85," 625,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,128,86," 625,000,000 "
Rumah,"Semarang Tengah, Semarang",2,2,1,87,87," 625,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,97,87," 625,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,72,90," 625,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,90,90," 625,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,90,90," 625,000,000 "
Rumah,"Mijen, Semarang",3,2,1,120,90," 625,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,152,90," 625,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,2,105,95," 625,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,105,95," 625,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,1,102,100," 625,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,109,100," 625,000,000 "
Rumah,"Gunung Pati, Semarang",6,4,1,157,110," 625,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,60,150," 625,000,000 "
Rumah,"Semarang Barat, Semarang",5,3,2,200,150," 625,000,000 "
Rumah,"Semarang Barat, Semarang",6,3,1,200,150," 625,000,000 "
Rumah,"Semarang Barat, Semarang",6,3,1,200,160," 625,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,100,42," 628,000,000 "
Rumah,"Pedurungan, Semarang",2,1,2,100,42," 628,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,109,70," 629,000,000 "
Rumah,"Pedurungan, Semarang",4,2,1,100,78," 629,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,30," 630,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,95,45," 630,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,120,50," 630,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,139,60," 630,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,136,70," 630,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,100,100," 630,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,164,116," 630,000,000 "
Rumah,"Tembalang, Semarang",5,2,1,84,140," 630,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,68,60," 631,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,78,30," 632,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,125,42," 632,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,2,120,45," 633,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,101,75," 634,000,000 "
Rumah,"Pedurungan, Semarang",2,1,2,80,40," 635,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,72,50," 635,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,72,50," 635,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,127,62," 635,000,000 "
Rumah,"Banyumanik, Semarang",2,2,2,186,69," 635,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,101,75," 635,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,101,75," 635,000,000 "
Rumah,"Pedurungan, Semarang",2,1,2,101,75," 635,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,112,75," 635,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,92,77," 635,000,000 "
Rumah,"Semarang Tengah, Semarang",2,1,1,86,80," 635,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,110,90," 635,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,2,128,90," 635,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,60,150," 635,000,000 "
Rumah,"Tembalang, Semarang",5,2,1,156,156," 635,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,60,36," 639,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,79,65," 639,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,2,120,40," 640,000,000 "
Rumah,"Semarang Tengah, Semarang",2,1,1,86,80," 640,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,84,120," 640,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,207,146," 640,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,72," 643,000,000 "
Rumah,"Pedurungan, Semarang",3,1,2,72,72," 643,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,72,72," 643,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,2,72,72," 643,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,1,72,72," 643,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,72,72," 643,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,75,72," 643,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,72,73," 643,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,65,75," 643,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,79,53," 644,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,79,55," 644,000,000 "
Rumah,"Pedurungan, Semarang",2,1,2,70,40," 645,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,80,50," 645,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,85,50," 645,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,85,50," 645,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,60," 645,000,000 "
Rumah,"Ngaliyan, Semarang",2,2,2,121,60," 645,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,109,70," 645,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,72,72," 645,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,63,71," 647,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,73,40," 648,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,72,72," 649,000,000 "
Rumah,"Mijen, Semarang",2,1,1,134,30," 650,000,000 "
Rumah Featured,"Mijen, Semarang",2,1,1,194,30," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,34," 650,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,93,36," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,36," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,78,38," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,38," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,135,38," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,95,39," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,2,70,40," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,70,40," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,73,40," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,2,80,40," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,80,40," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,71,42," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,42," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,70,45," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,78,45," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,78,45," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,88,45," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,97,45," 650,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,120,45," 650,000,000 "
Rumah,"Semarang Tengah, Semarang",2,1,2,122,45," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,123,45," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,133,45," 650,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,2,140,45," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,47," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,50," 650,000,000 "
Rumah Featured,"Semarang Timur, Semarang",2,1,1,72,50," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,2,72,50," 650,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,88,50," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,105,50," 650,000,000 "
Rumah,"Gunung Pati, Semarang",2,1,1,105,50," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,96,52," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,96,53," 650,000,000 "
Rumah,"Semarang Tengah, Semarang",6,3,1,75,54," 650,000,000 "
Rumah,"Semarang Selatan, Semarang",6,3,1,75,54," 650,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,79,54," 650,000,000 "
Rumah,"Mijen, Semarang",3,2,1,120,55," 650,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,84,56," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,60,60," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,60,60," 650,000,000 "
Rumah,"Tembalang, Semarang",2,2,1,65,60," 650,000,000 "
Rumah,"Semarang Timur, Semarang",3,2,2,68,60," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,68,60," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,74,60," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,75,60," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,84,60," 650,000,000 "
Rumah,"Tembalang, Semarang",3,2,2,85,60," 650,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,90,60," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,98,60," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,120,60," 650,000,000 "
Rumah Featured,"Ngaliyan, Semarang",3,2,1,120,60," 650,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,137,60," 650,000,000 "
Rumah Featured,"Ngaliyan, Semarang",2,2,1,137,60," 650,000,000 "
Rumah,"Semarang Tengah, Semarang",2,1,1,72,65," 650,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,90,65," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,2,2,90,65," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,96,65," 650,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,100,65," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,108,65," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,115,65," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,131,65," 650,000,000 "
Rumah,"Candisari, Semarang",2,1,1,131,65," 650,000,000 "
Rumah,"Mijen, Semarang",3,2,1,135,65," 650,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,1,83,70," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,83,70," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,90,70," 650,000,000 "
Rumah,"Ngaliyan, Semarang",3,1,1,96,70," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,97,70," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,3,1,101,70," 650,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,120,70," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,120,70," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,130,70," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,144,70," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,146,70," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,160,70," 650,000,000 "
Rumah,"Gunung Pati, Semarang",2,2,1,260,70," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,120,71," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,72,72," 650,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,72,72," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,93,72," 650,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,96,72," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,2,120,72," 650,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,75,75," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,130,75," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,130,75," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,77,77," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,78,78," 650,000,000 "
Rumah,"Ngaliyan, Semarang",5,1,1,65,80," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,80,80," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,84,80," 650,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,84,80," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,2,1,91,80," 650,000,000 "
Rumah,"Semarang Tengah, Semarang",2,1,1,93,80," 650,000,000 "
Rumah,"Ngaliyan, Semarang",4,2,1,96,80," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,1,105,80," 650,000,000 "
Rumah,"Mijen, Semarang",2,1,1,120,80," 650,000,000 "
Rumah,"Semarang Selatan, Semarang",2,1,1,131,80," 650,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,120,82," 650,000,000 "
Rumah,"Banyumanik, Semarang",3,1,1,84,84," 650,000,000 "
Rumah,"Pedurungan, Semarang",4,2,1,84,84," 650,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,85,85," 650,000,000 "
Rumah,"Semarang Timur, Semarang",3,1,1,98,85," 650,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,98,85," 650,000,000 "
Rumah,"Tembalang, Semarang",2,2,1,111,85," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,2,122,85," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,128,86," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,2,128,86," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,87,87," 650,000,000 "
Rumah Premier,"Pedurungan, Semarang",2,1,1,87,87," 650,000,000 "
Rumah,"Semarang Barat, Semarang",2,2,1,87,87," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,128,87," 650,000,000 "
Rumah,"Semarang Utara, Semarang",3,2,1,100,88," 650,000,000 "
Rumah,"Tembalang, Semarang",3,2,2,72,90," 650,000,000 "
Rumah,"Tembalang, Semarang",3,2,1,72,90," 650,000,000 "
Rumah,"Mijen, Semarang",2,2,1,90,90," 650,000,000 "
Rumah,"Gunung Pati, Semarang",4,4,1,90,90," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,96,90," 650,000,000 "
Rumah,"Semarang Utara, Semarang",3,1,1,100,90," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,107,90," 650,000,000 "
Rumah,"Tembalang, Semarang",2,1,2,108,90," 650,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,112,90," 650,000,000 "
Rumah,"Semarang Timur, Semarang",4,1,1,116,90," 650,000,000 "
Rumah,"Banyumanik, Semarang",2,1,1,120,90," 650,000,000 "
Rumah,"Gayamsari, Semarang",2,1,1,120,90," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,120,90," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,120,90," 650,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,120,90," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,121,90," 650,000,000 "
Rumah,"Semarang Barat, Semarang",2,2,2,140,90," 650,000,000 "
Rumah,"Ngaliyan, Semarang",3,1,1,150,90," 650,000,000 "
Rumah,"Tembalang, Semarang",3,1,1,150,90," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,92,92," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,93,93," 650,000,000 "
Rumah,"Gayamsari, Semarang",3,1,1,116,95," 650,000,000 "
Rumah,"Gunung Pati, Semarang",3,2,1,126,95," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,143,95," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,2,105,96," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,105,96," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,97,97," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,2,1,98,98," 650,000,000 "
Rumah,"Banyumanik, Semarang",3,2,1,84,100," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,2,1,90,100," 650,000,000 "
Rumah,"Semarang Utara, Semarang",2,1,1,100,100," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,107,100," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,107,100," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,108,100," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,2,2,108,100," 650,000,000 "
Rumah,"Gayamsari, Semarang",4,1,1,116,100," 650,000,000 "
Rumah,"Semarang Tengah, Semarang",2,1,1,117,100," 650,000,000 "
Rumah,"Pedurungan, Semarang",5,2,1,119,100," 650,000,000 "
Rumah,"Pedurungan, Semarang",5,5,1,119,100," 650,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,1,120,100," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,2,1,120,100," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,2,1,120,100," 650,000,000 "
Rumah,"Ngaliyan, Semarang",3,2,1,120,100," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,2,1,125,100," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,140,100," 650,000,000 "
Rumah,"Gunung Pati, Semarang",4,3,2,150,100," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,101,101," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,2,1,110,105," 650,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,119,105," 650,000,000 "
Rumah,"Gajah Mungkur, Semarang",3,1,1,128,105," 650,000,000 "
Rumah,"Semarang Timur, Semarang",2,1,1,65,108," 650,000,000 "
Rumah,"Semarang Barat, Semarang",3,1,1,98,108," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,2,1,125,110," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,1,1,130,110," 650,000,000 "
Rumah,"Ngaliyan, Semarang",7,2,1,140,110," 650,000,000 "
Rumah,"Pedurungan, Semarang",2,1,1,112,112," 650,000,000 "
Rumah,"Semarang Barat, Semarang",2,1,2,112,112," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,1,1,112,112," 650,000,000 "
Rumah,"Pedurungan, Semarang",3,2,1,125,115," 650,000,000 "
Rumah,"Ngaliyan, Semarang",4,2,1,72,120," 650,000,000 "
Rumah,"Semarang Barat, Semarang",4,2,1,72,120," 650,000,000 "
Rumah,"Ngaliyan, Semarang",2,2,1,90,120," 650,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,2,90,120," 650,000,000 "
Rumah,"Semarang Selatan, Semarang",4,3,1,90,120," 650,000,000 "
Rumah,"Semarang Barat, Semarang",3,2,1,100,120," 650,000,000 "
Rumah,"Semarang Timur, Semarang",4,2,1,100,120," 650,000,000 "
